Rk,School,Conf,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
1,Indiana,Big Ten,16.84,8.06,24.90,121.44,84.75,36.69
2,Louisville,Big East,12.77,12.04,24.81,117.29,79.77,37.52
3,Florida,SEC,7.91,15.95,23.86,118.49,80.82,37.67
4,Duke,ACC,14.19,7.24,21.43,119.24,86.74,32.50
5,Michigan,Big Ten,13.47,7.82,21.28,122.50,89.39,33.11
6,Kansas,Big 12,11.67,9.12,20.79,113.80,82.99,30.81
7,Gonzaga,WCC,11.35,9.12,20.47,118.57,87.31,31.26
8,Syracuse,Big East,8.12,12.18,20.30,112.54,82.69,29.86
9,Ohio State,Big Ten,9.21,10.98,20.19,115.52,84.80,30.72
10,Pittsburgh,Big East,4.67,14.15,18.82,117.35,86.43,30.93
11,Wisconsin,Big Ten,3.15,15.60,18.76,110.03,80.85,29.18
12,Michigan State,Big Ten,5.78,12.86,18.64,112.13,83.52,28.61
13,Arizona,Pac-12,10.24,7.06,17.30,114.47,88.30,26.17
14,Miami (FL),ACC,5.28,11.71,16.99,113.26,87.04,26.22
15,Virginia Commonwealth,A-10,11.47,5.42,16.89,113.69,89.09,24.60
16,Minnesota,Big Ten,7.55,9.29,16.83,112.97,87.42,25.56
17,Creighton,MVC,10.26,6.17,16.44,117.88,92.42,25.46
18,Georgetown,Big East,1.42,14.42,15.84,107.33,82.47,24.86
19,Oklahoma State,Big 12,7.60,7.97,15.57,108.65,85.20,23.45
20,Missouri,SEC,11.64,3.77,15.41,114.37,91.07,23.29
21,Baylor,Big 12,11.32,3.75,15.07,113.97,91.51,22.46
22,Wichita State,MVC,5.46,9.22,14.68,109.88,87.22,22.66
23,North Carolina,ACC,12.82,1.70,14.52,111.01,90.05,20.96
24,Saint Mary's (CA),WCC,8.78,5.74,14.51,116.41,93.89,22.53
25,Iowa State,Big 12,15.39,-0.89,14.50,116.63,95.00,21.64
26,Cincinnati,Big East,3.83,10.63,14.46,105.36,84.81,20.55
27,Mississippi,SEC,12.95,1.47,14.42,110.18,89.58,20.61
28,Saint Louis,A-10,3.47,10.87,14.33,107.91,85.05,22.86
29,North Carolina State,ACC,13.59,0.72,14.32,116.57,95.23,21.34
30,Iowa,Big Ten,8.03,6.19,14.22,109.00,87.14,21.86
31,Marquette,Big East,7.29,6.74,14.04,112.62,90.85,21.77
32,Kentucky,SEC,9.15,4.79,13.94,110.92,91.21,19.71
33,Oregon,Pac-12,8.28,5.54,13.82,106.75,85.86,20.88
34,Notre Dame,Big East,6.68,7.05,13.74,115.09,93.56,21.53
35,Colorado State,MWC,9.04,4.61,13.65,116.27,94.62,21.66
36,Kansas State,Big 12,4.17,9.36,13.53,112.34,91.47,20.87
37,New Mexico,MWC,4.61,8.68,13.28,108.25,87.41,20.85
38,Illinois,Big Ten,6.87,6.35,13.23,110.61,90.42,20.19
39,San Diego State,MWC,4.94,8.07,13.01,107.56,87.39,20.17
40,Nevada-Las Vegas,MWC,6.87,6.05,12.92,105.00,85.89,19.11
41,Virginia,ACC,-0.65,13.54,12.89,107.72,86.92,20.80
42,UCLA,Pac-12,11.87,1.01,12.88,111.29,92.19,19.10
43,Memphis,CUSA,7.69,4.57,12.26,106.15,87.84,18.31
44,Colorado,Pac-12,4.31,7.63,11.95,106.20,88.23,17.97
45,Connecticut,Big East,7.52,4.37,11.88,109.64,91.19,18.46
46,Oklahoma,Big 12,7.27,4.13,11.40,109.25,92.24,17.01
47,Stanford,Pac-12,7.19,4.21,11.40,108.33,90.84,17.49
48,Maryland,ACC,5.61,5.77,11.37,106.68,89.20,17.48
49,Middle Tennessee,Sun Belt (East),2.82,8.34,11.16,106.88,89.45,17.43
50,Butler,A-10,4.32,6.68,10.99,109.06,91.54,17.52
51,Villanova,Big East,5.98,4.76,10.74,105.42,88.73,16.69
52,Brigham Young,WCC,10.88,-0.21,10.66,108.28,92.57,15.70
53,California,Pac-12,4.45,6.19,10.65,106.66,90.10,16.56
54,Belmont,OVC (East),7.35,3.02,10.37,109.86,93.80,16.06
55,La Salle,A-10,6.78,3.36,10.14,110.53,94.77,15.76
56,Arkansas,SEC,10.31,-0.49,9.82,107.28,93.04,14.24
57,Alabama,SEC,-1.78,11.57,9.79,103.42,87.72,15.70
58,Illinois State,MVC,10.19,-0.56,9.63,109.06,94.38,14.68
59,Temple,A-10,6.77,2.75,9.52,109.62,94.81,14.81
60,Boise State,MWC,6.93,2.51,9.44,111.25,96.30,14.95
61,Dayton,A-10,7.34,2.02,9.36,110.94,96.04,14.90
62,Providence,Big East,4.64,4.64,9.28,107.17,92.27,14.90
63,Denver,WAC,-2.73,11.93,9.20,108.82,92.46,16.35
64,Purdue,Big Ten,4.68,4.36,9.04,104.69,90.17,14.52
65,Tennessee,SEC,3.40,5.60,9.00,107.91,93.65,14.27
66,Southern Mississippi,CUSA,4.88,4.07,8.95,108.57,94.31,14.26
67,Arizona State,Pac-12,5.79,3.07,8.86,106.43,93.06,13.37
68,Northern Iowa,MVC,0.95,7.65,8.60,105.79,92.06,13.73
69,Akron,MAC (East),4.28,3.83,8.11,104.85,92.31,12.53
70,Washington,Pac-12,4.18,3.75,7.93,106.17,93.65,12.52
71,Xavier,A-10,0.59,7.11,7.70,105.63,93.25,12.38
72,Saint Joseph's,A-10,1.71,5.60,7.31,107.30,95.49,11.81
73,Davidson,Southern (South),4.61,2.67,7.27,108.92,97.04,11.88
74,Valparaiso,Horizon,4.34,2.80,7.15,107.63,95.72,11.91
75,Bucknell,Patriot,-0.54,7.49,6.95,104.35,92.48,11.87
76,Ohio,MAC (East),5.51,1.44,6.94,105.03,94.31,10.72
77,Richmond,A-10,4.34,2.56,6.90,109.15,98.28,10.87
78,Texas,Big 12,1.83,5.03,6.85,100.57,90.01,10.57
79,Detroit Mercy,Horizon,11.66,-4.94,6.71,111.32,101.14,10.19
80,Washington State,Pac-12,-0.25,6.95,6.70,105.24,94.38,10.87
81,Georgia Tech,ACC,-0.68,7.28,6.60,98.68,87.89,10.79
82,Santa Clara,WCC,8.02,-1.44,6.58,108.79,98.17,10.62
83,Texas A&amp;M,SEC,-0.87,7.36,6.50,104.74,94.20,10.54
84,Southern California,Pac-12,3.21,3.10,6.31,102.68,92.40,10.28
85,Vanderbilt,SEC,-4.23,10.47,6.24,102.22,91.84,10.38
86,Boston College,ACC,4.00,2.09,6.09,109.27,99.89,9.38
87,Oregon State,Pac-12,7.79,-1.75,6.04,107.38,98.03,9.35
88,Rutgers,Big East,2.19,3.78,5.97,106.26,96.63,9.63
89,Weber State,Big Sky,3.11,2.77,5.87,106.53,96.29,10.24
90,Clemson,ACC,-3.56,9.38,5.82,100.81,91.17,9.63
91,Louisiana State,SEC,6.45,-0.63,5.82,104.13,94.95,9.19
92,Massachusetts,A-10,8.51,-2.69,5.82,105.64,96.05,9.59
93,St. John's (NY),Big East,1.39,4.41,5.80,99.66,90.17,9.49
94,Florida State,ACC,3.74,1.93,5.67,105.65,97.12,8.53
95,Stony Brook,AEC,-0.87,6.46,5.60,102.59,92.82,9.77
96,Seton Hall,Big East,1.33,4.20,5.54,103.96,95.26,8.70
97,Louisiana Tech,WAC,3.36,2.12,5.48,98.70,90.56,8.14
98,Wyoming,MWC,-3.77,9.16,5.39,102.25,93.56,8.69
99,Northwestern,Big Ten,-1.97,7.33,5.36,103.66,95.59,8.08
100,Georgia,SEC,-3.15,8.46,5.31,100.45,91.93,8.53
101,Evansville,MVC,2.91,2.35,5.26,104.33,95.50,8.83
102,North Dakota State,Summit,-4.01,9.22,5.21,103.09,92.70,10.39
103,New Mexico State,WAC,0.96,4.15,5.11,102.96,94.24,8.72
104,Indiana State,MVC,0.45,4.63,5.08,101.84,93.15,8.69
105,Utah,Pac-12,-1.62,6.37,4.74,102.81,94.84,7.97
106,Texas-El Paso,CUSA,-2.72,7.35,4.63,102.21,94.80,7.40
107,West Virginia,Big 12,0.90,3.71,4.60,104.04,96.60,7.44
108,Nebraska,Big Ten,-3.69,8.09,4.40,101.01,94.46,6.54
109,South Florida,Big East,-3.99,8.27,4.28,101.69,95.22,6.47
110,Stephen F. Austin,Southland,-8.62,12.87,4.25,96.55,87.94,8.62
111,George Washington,A-10,0.44,3.78,4.22,98.05,90.97,7.08
112,Air Force,MWC,4.11,0.07,4.18,110.09,102.85,7.24
113,Iona,MAAC,14.63,-10.59,4.04,111.37,104.51,6.86
114,Harvard,Ivy,2.60,1.35,3.95,106.14,99.26,6.89
115,Lehigh,Patriot,5.07,-1.12,3.95,105.41,98.88,6.54
116,Utah State,WAC,0.94,2.85,3.79,108.59,101.44,7.15
117,Central Florida,CUSA,3.93,-0.49,3.44,105.41,99.46,5.95
118,St. Bonaventure,A-10,5.53,-2.09,3.44,107.07,100.96,6.10
119,Drake,MVC,6.83,-3.41,3.43,105.92,99.87,6.06
120,Wake Forest,ACC,3.00,0.41,3.41,101.27,95.11,6.17
121,Fresno State,MWC,-5.21,8.52,3.31,97.18,91.35,5.83
122,Princeton,Ivy,-2.81,5.97,3.16,106.18,99.39,6.79
123,Penn State,Big Ten,-0.05,2.90,2.85,100.85,96.33,4.51
124,Florida Gulf Coast,A-Sun,4.13,-1.37,2.76,101.38,96.25,5.13
125,Charlotte,A-10,1.01,1.69,2.69,99.38,94.10,5.28
126,East Carolina,CUSA,7.37,-4.81,2.56,106.73,102.09,4.64
127,San Francisco,WCC,3.80,-1.38,2.42,105.10,100.59,4.51
128,Kent State,MAC (East),4.81,-2.43,2.38,104.77,100.16,4.61
129,Canisius,MAAC,5.76,-3.39,2.37,108.21,103.88,4.33
130,South Dakota State,Summit,3.20,-0.85,2.36,108.79,103.37,5.42
131,Wright State,Horizon,-5.85,8.11,2.25,96.17,91.57,4.60
132,George Mason,CAA,1.26,0.75,2.01,100.84,96.90,3.93
133,Pacific,Big West,-0.69,2.65,1.96,104.71,100.66,4.05
134,Tulane,CUSA,2.11,-0.23,1.87,105.20,101.51,3.69
135,Virginia Tech,ACC,6.15,-4.41,1.74,105.45,102.74,2.71
136,DePaul,Big East,8.99,-7.29,1.71,103.93,100.67,3.27
137,Green Bay,Horizon,-1.50,3.17,1.67,101.20,97.50,3.70
138,Eastern Kentucky,OVC (East),3.43,-1.77,1.66,108.32,104.07,4.25
139,Loyola (MD),MAAC,-1.13,2.46,1.33,101.27,97.98,3.30
140,Bradley,MVC,2.05,-0.80,1.25,102.12,100.02,2.11
141,Murray State,OVC (West),2.65,-1.44,1.21,102.99,99.88,3.11
142,Arkansas State,Sun Belt (West),-1.76,2.53,0.77,97.34,95.01,2.33
143,Mercer,A-Sun,-3.46,4.15,0.69,100.18,97.59,2.60
144,Niagara,MAAC,6.59,-6.01,0.58,104.09,102.23,1.86
145,Texas-Arlington,WAC,-2.81,3.39,0.58,95.79,93.98,1.81
146,Nevada,MWC,3.00,-2.55,0.45,102.44,101.32,1.12
147,Western Michigan,MAC (West),-0.51,0.93,0.42,99.29,97.65,1.63
148,Northwestern State,Southland,8.55,-8.14,0.41,102.57,101.52,1.05
149,Alabama-Birmingham,CUSA,3.78,-3.52,0.26,98.90,97.41,1.49
150,Robert Morris,NEC,-0.50,0.74,0.24,102.00,100.33,1.67
151,Auburn,SEC,0.51,-0.30,0.21,98.43,97.29,1.14
152,California-Irvine,Big West,-0.95,1.12,0.17,98.13,97.27,0.86
153,College of Charleston,Southern (South),-2.55,2.72,0.17,99.42,98.34,1.08
154,Vermont,AEC,-5.04,4.91,-0.13,99.68,98.24,1.44
155,Oral Roberts,Southland,2.19,-2.42,-0.23,103.26,102.51,0.75
156,Houston,CUSA,9.44,-9.74,-0.30,105.70,105.42,0.28
157,Cal Poly,Big West,-4.11,3.66,-0.46,103.90,104.07,-0.17
158,Fairfield,MAAC,-7.56,7.02,-0.55,94.48,94.18,0.30
159,San Diego,WCC,-2.23,1.68,-0.55,100.27,100.36,-0.10
160,Southern Methodist,CUSA,-3.21,2.62,-0.59,98.50,98.72,-0.22
161,Boston University,AEC,0.68,-1.28,-0.60,101.05,100.90,0.15
162,Rhode Island,A-10,-3.31,2.72,-0.60,98.31,98.56,-0.25
163,Western Kentucky,Sun Belt (East),-1.52,0.87,-0.65,99.41,99.40,0.01
164,South Carolina,SEC,1.41,-2.12,-0.71,100.24,101.29,-1.06
165,Delaware,CAA,2.62,-3.40,-0.78,101.30,101.60,-0.31
166,Southern Illinois,MVC,-3.56,2.74,-0.82,99.80,101.02,-1.22
167,Albany (NY),AEC,-3.31,2.44,-0.87,99.28,99.54,-0.26
168,Loyola (IL),Horizon,-3.30,2.27,-1.03,99.65,99.91,-0.25
169,Tulsa,CUSA,0.25,-1.31,-1.06,96.76,97.07,-0.32
170,Drexel,CAA,-4.25,3.17,-1.08,99.26,99.44,-0.18
171,Montana,Big Sky,-0.83,-0.28,-1.11,101.74,101.74,0.01
172,Long Beach State,Big West,2.57,-3.76,-1.18,102.80,103.01,-0.21
173,Rider,MAAC,-3.76,2.54,-1.22,95.74,96.68,-0.94
174,Northeastern,CAA,1.07,-2.42,-1.35,104.11,105.01,-0.90
175,Army,Patriot,3.82,-5.30,-1.48,101.33,103.04,-1.70
176,Hawaii,Big West,3.51,-5.24,-1.73,100.72,103.15,-2.43
177,James Madison,CAA,-3.65,1.93,-1.73,97.67,98.97,-1.30
178,Illinois-Chicago,Horizon,-4.12,2.34,-1.78,95.20,96.88,-1.68
179,Western Illinois,Summit,-11.97,10.11,-1.87,94.43,95.30,-0.87
180,Towson,CAA,0.64,-2.56,-1.92,98.46,100.73,-2.27
181,Buffalo,MAC (East),-0.70,-1.25,-1.94,99.93,102.09,-2.16
182,Manhattan,MAAC,-9.42,7.45,-1.97,91.48,93.24,-1.75
183,Georgia State,CAA,-0.78,-1.25,-2.04,102.22,104.12,-1.90
184,Charleston Southern,Big South (South),1.35,-3.42,-2.07,99.37,101.53,-2.16
185,Bryant,NEC,3.43,-5.51,-2.08,105.54,107.62,-2.08
186,Florida International,Sun Belt (East),1.54,-3.62,-2.08,98.36,100.62,-2.26
187,Texas Southern,SWAC,-0.18,-1.91,-2.09,101.81,102.98,-1.17
188,Youngstown State,Horizon,3.52,-5.65,-2.14,100.04,102.20,-2.17
189,Tennessee State,OVC (East),2.04,-4.22,-2.17,99.72,101.61,-1.89
190,Idaho,WAC,1.94,-4.13,-2.19,107.27,109.83,-2.56
191,North Carolina Central,MEAC,-5.23,3.00,-2.23,95.57,97.37,-1.81
192,Toledo,MAC (West),1.86,-4.29,-2.43,100.18,102.75,-2.57
193,Southern,SWAC,-4.82,2.22,-2.61,94.33,96.74,-2.41
194,Missouri State,MVC,-6.57,3.76,-2.80,98.55,102.49,-3.94
195,South Alabama,Sun Belt (East),-0.11,-2.79,-2.89,96.25,99.25,-3.00
196,Cal State Fullerton,Big West,6.60,-9.56,-2.97,104.41,108.25,-3.84
197,Lafayette,Patriot,0.33,-3.32,-3.00,101.77,104.52,-2.76
198,Loyola Marymount,WCC,-3.59,0.54,-3.04,95.84,99.81,-3.98
199,Texas Tech,Big 12,0.81,-3.92,-3.11,98.88,103.39,-4.50
200,Long Island University,NEC,8.13,-11.34,-3.21,106.50,110.28,-3.77
201,Gardner-Webb,Big South (South),-6.42,3.21,-3.22,94.65,97.80,-3.15
202,Wagner,NEC,-2.71,-0.52,-3.23,92.68,96.13,-3.45
203,Columbia,Ivy,-6.52,3.27,-3.25,98.31,102.40,-4.08
204,Bowling Green State,MAC (East),-5.24,1.92,-3.32,94.23,98.00,-3.77
205,California-Davis,Big West,2.47,-5.98,-3.50,101.86,106.54,-4.68
206,Elon,Southern (North),-2.52,-1.06,-3.58,96.00,100.58,-4.58
207,South Carolina Upstate,A-Sun,-0.90,-2.69,-3.59,99.55,104.03,-4.48
208,Marshall,CUSA,1.30,-4.91,-3.62,99.04,103.06,-4.02
209,North Carolina-Asheville,Big South (South),1.56,-5.23,-3.67,98.59,102.61,-4.02
210,Pepperdine,WCC,-4.22,0.49,-3.73,96.48,101.47,-4.99
211,Cal State Northridge,Big West,4.96,-8.85,-3.89,100.79,105.73,-4.94
212,Yale,Ivy,-1.86,-2.08,-3.95,97.95,103.25,-5.30
213,William &amp; Mary,CAA,0.58,-4.61,-4.03,103.06,108.08,-5.02
214,California-Santa Barbara,Big West,-4.05,-0.16,-4.22,95.40,101.08,-5.68
215,Texas Christian,Big 12,-10.70,6.43,-4.27,91.59,98.23,-6.64
216,Arkansas-Little Rock,Sun Belt (West),-2.71,-1.65,-4.36,94.25,98.86,-4.61
217,Oakland,Summit,5.32,-9.70,-4.39,103.11,108.17,-5.06
218,Jacksonville State,OVC (East),-4.82,0.33,-4.48,97.86,103.57,-5.71
219,Seattle,WAC,-1.62,-2.91,-4.53,92.27,97.05,-4.78
220,Duquesne,A-10,2.26,-6.80,-4.54,98.05,103.51,-5.46
221,Mississippi State,SEC,-4.24,-0.30,-4.54,91.13,97.56,-6.44
222,High Point,Big South (North),-2.40,-2.27,-4.66,97.10,102.98,-5.88
223,Quinnipiac,NEC,0.15,-4.90,-4.75,97.64,103.33,-5.69
224,Louisiana-Lafayette,Sun Belt (West),2.47,-7.38,-4.92,97.57,103.59,-6.03
225,Morehead State,OVC (East),1.55,-6.91,-5.36,95.99,102.56,-6.57
226,Morgan State,MEAC,-1.46,-3.92,-5.39,94.77,101.57,-6.81
227,Savannah State,MEAC,-12.84,7.42,-5.41,83.72,90.06,-6.34
228,Southeast Missouri State,OVC (West),1.88,-7.39,-5.51,100.12,106.98,-6.85
229,Coastal Carolina,Big South (South),-5.03,-0.57,-5.61,94.47,101.37,-6.90
230,Norfolk State,MEAC,-3.48,-2.28,-5.77,91.99,99.60,-7.61
231,Portland,WCC,-6.63,0.84,-5.79,91.64,99.09,-7.46
232,Hartford,AEC,-9.09,3.25,-5.84,90.37,97.53,-7.16
233,Mount St. Mary's,NEC,-0.51,-5.33,-5.85,98.62,106.51,-7.90
234,Florida Atlantic,Sun Belt (East),-3.49,-2.38,-5.88,95.63,102.84,-7.22
235,St. Francis (NY),NEC,-0.79,-5.13,-5.92,98.83,106.14,-7.31
236,Central Michigan,MAC (West),0.81,-6.96,-6.14,102.19,110.19,-8.00
237,Holy Cross,Patriot,-6.65,0.51,-6.14,94.97,103.61,-8.64
238,Eastern Michigan,MAC (West),-12.30,6.05,-6.25,89.33,96.38,-7.05
239,Brown,Ivy,-5.93,-0.40,-6.33,92.50,100.72,-8.22
240,Marist,MAAC,-0.70,-5.64,-6.34,94.59,103.62,-9.03
241,Texas State,WAC,4.05,-10.40,-6.36,98.47,106.14,-7.68
242,North Texas,Sun Belt (West),-2.80,-3.60,-6.39,94.30,102.35,-8.05
243,Cal State Bakersfield,Ind,-2.98,-3.46,-6.44,94.28,102.56,-8.28
244,Sam Houston State,Southland,-9.72,3.27,-6.45,90.81,98.93,-8.12
245,Stetson,A-Sun,0.73,-7.18,-6.45,98.28,106.43,-8.15
246,Western Carolina,Southern (North),-0.71,-5.74,-6.45,98.42,106.87,-8.46
247,Texas-San Antonio,WAC,-3.26,-3.22,-6.47,98.23,106.79,-8.56
248,Miami (OH),MAC (East),-4.01,-2.62,-6.62,95.15,104.31,-9.17
249,Ball State,MAC (West),-3.16,-3.54,-6.70,96.68,105.73,-9.05
250,Wofford,Southern (South),-11.73,4.99,-6.74,86.40,95.78,-9.39
251,Fordham,A-10,0.08,-6.98,-6.90,97.11,105.93,-8.81
252,North Carolina A&amp;T,MEAC,-7.47,0.53,-6.94,88.65,97.59,-8.94
253,Pennsylvania,Ivy,-4.11,-2.86,-6.97,91.31,100.53,-9.22
254,IPFW,Summit,-3.32,-3.68,-7.00,93.98,103.58,-9.60
255,Cornell,Ivy,-1.84,-5.42,-7.27,96.02,106.10,-10.08
256,Cleveland State,Horizon,-3.94,-3.39,-7.34,95.38,105.36,-9.98
257,North Florida,A-Sun,-2.34,-5.01,-7.35,96.44,107.02,-10.58
258,South Dakota,Summit,1.62,-9.11,-7.50,100.69,110.94,-10.25
259,Old Dominion,CAA,-2.70,-4.89,-7.59,95.42,105.69,-10.27
260,Northern Colorado,Big Sky,-1.69,-5.95,-7.64,98.99,108.98,-9.99
261,Northern Kentucky,A-Sun,-11.85,4.03,-7.82,93.42,103.65,-10.23
262,Appalachian State,Southern (North),0.36,-8.27,-7.91,95.53,106.19,-10.66
263,Central Connecticut State,NEC,3.45,-11.69,-8.24,97.72,108.04,-10.32
264,New Hampshire,AEC,-8.85,0.60,-8.26,88.62,100.58,-11.97
265,NJIT,GWC,-3.92,-4.42,-8.33,91.21,102.17,-10.96
266,North Dakota,Big Sky,-3.49,-5.04,-8.53,92.91,103.71,-10.81
267,American,Patriot,-9.54,0.98,-8.56,94.41,107.49,-13.08
268,Winthrop,Big South (South),-10.45,1.84,-8.61,92.34,104.66,-12.32
269,Colgate,Patriot,-3.68,-5.05,-8.73,93.64,105.96,-12.32
270,Troy,Sun Belt (East),-7.17,-1.60,-8.77,95.55,107.65,-12.10
271,Eastern Illinois,OVC (West),-9.32,0.39,-8.93,96.71,109.60,-12.90
272,Saint Peter's,MAAC,-9.44,0.38,-9.05,89.83,102.93,-13.10
273,Liberty,Big South (North),-2.88,-6.25,-9.13,95.85,108.34,-12.49
274,Dartmouth,Ivy,-7.15,-2.06,-9.21,92.87,105.60,-12.73
275,Hampton,MEAC,-6.10,-3.26,-9.35,84.63,97.47,-12.84
276,San Jose State,WAC,-7.23,-2.15,-9.39,87.92,101.23,-13.31
277,Sacramento State,Big Sky,-8.43,-0.97,-9.40,93.51,106.28,-12.77
278,North Carolina-Greensboro,Southern (North),1.20,-10.62,-9.42,94.73,107.20,-12.47
279,Bethune-Cookman,MEAC,-4.31,-5.22,-9.54,94.16,107.67,-13.51
280,Maine,AEC,-2.34,-7.23,-9.57,92.78,105.23,-12.45
281,Georgia Southern,Southern (South),-8.78,-0.88,-9.67,92.49,106.32,-13.83
282,Tennessee Tech,OVC (East),-6.21,-3.47,-9.68,92.76,105.81,-13.05
283,Sacred Heart,NEC,0.11,-9.88,-9.76,96.67,109.46,-12.78
284,Samford,Southern (North),-8.25,-1.81,-10.05,95.10,109.33,-14.23
285,North Carolina-Wilmington,CAA,-4.96,-5.13,-10.09,93.72,107.81,-14.09
286,Campbell,Big South (North),-2.27,-7.98,-10.25,94.65,108.91,-14.26
287,Siena,MAAC,-8.02,-2.23,-10.25,91.15,105.88,-14.73
288,Milwaukee,Horizon,-5.24,-5.09,-10.33,91.11,105.96,-14.86
289,Chattanooga,Southern (North),-2.44,-8.03,-10.47,93.96,108.27,-14.31
290,Jacksonville,A-Sun,-1.51,-8.97,-10.47,92.10,106.14,-14.05
291,Nicholls State,Southland,-2.06,-8.48,-10.54,94.26,109.29,-15.04
292,Southeastern Louisiana,Southland,-6.14,-4.51,-10.65,91.22,105.55,-14.33
293,Hofstra,CAA,-10.09,-0.66,-10.76,86.59,101.45,-14.86
294,Eastern Washington,Big Sky,-1.40,-9.37,-10.77,93.41,108.14,-14.74
295,Portland State,Big Sky,-1.83,-9.01,-10.84,99.70,114.80,-15.09
296,Central Arkansas,Southland,5.18,-16.06,-10.87,95.83,110.07,-14.24
297,Radford,Big South (North),-6.57,-4.30,-10.87,87.06,101.93,-14.87
298,Montana State,Big Sky,-1.57,-9.34,-10.90,97.46,112.06,-14.60
299,Rice,CUSA,-7.87,-3.26,-11.12,94.00,110.54,-16.54
300,Delaware State,MEAC,-9.52,-1.68,-11.19,91.86,108.25,-16.38
301,Southern Illinois-Edwardsville,OVC (West),-7.78,-3.41,-11.19,88.85,104.21,-15.36
302,Navy,Patriot,-13.69,2.38,-11.31,86.31,103.73,-17.42
303,Utah Valley,GWC,-4.70,-6.68,-11.38,94.82,110.75,-15.93
304,Virginia Military Institute,Big South (North),3.42,-14.82,-11.40,97.49,111.77,-14.28
305,California-Riverside,Big West,-12.94,1.44,-11.49,84.66,101.63,-16.97
306,McNeese State,Southland,-5.80,-5.69,-11.49,92.01,107.73,-15.72
307,Lipscomb,A-Sun,0.10,-11.80,-11.70,93.34,108.96,-15.62
308,Texas A&amp;M-Corpus Christi,Southland,-9.50,-2.26,-11.76,92.18,108.79,-16.61
309,Chicago State,GWC,-7.34,-4.43,-11.77,87.06,103.00,-15.95
310,Northern Illinois,MAC (West),-14.75,2.75,-12.00,82.48,100.41,-17.94
311,Monmouth,NEC,-5.47,-6.56,-12.02,87.28,103.34,-16.06
312,Northern Arizona,Big Sky,-2.36,-9.66,-12.02,92.50,107.98,-15.47
313,Southern Utah,Big Sky,-4.25,-7.79,-12.04,88.43,104.18,-15.75
314,Arkansas-Pine Bluff,SWAC,-7.67,-4.47,-12.13,86.39,103.03,-16.64
315,Austin Peay,OVC (West),-0.09,-12.26,-12.35,94.66,111.21,-16.55
316,Maryland-Baltimore County,AEC,-4.17,-8.32,-12.50,91.06,107.80,-16.74
317,Coppin State,MEAC,-5.22,-7.43,-12.65,88.77,105.75,-16.99
318,Idaho State,Big Sky,-13.78,0.80,-12.98,87.33,107.05,-19.73
319,East Tennessee State,A-Sun,-8.00,-5.16,-13.15,90.74,108.76,-18.03
320,Texas-Pan American,GWC,-8.56,-4.80,-13.35,89.06,107.85,-18.79
321,Missouri-Kansas City,Summit,-9.31,-4.30,-13.61,89.40,107.92,-18.52
322,Louisiana-Monroe,Sun Belt (West),-7.59,-6.38,-13.97,89.25,108.96,-19.71
323,Alcorn State,SWAC,-11.59,-2.67,-14.26,82.84,102.08,-19.24
324,Howard,MEAC,-17.12,2.70,-14.42,80.42,101.86,-21.44
325,Jackson State,SWAC,-4.84,-9.96,-14.80,89.98,109.66,-19.68
326,Saint Francis (PA),NEC,-9.36,-5.80,-15.16,89.91,111.90,-21.99
327,Houston Baptist,GWC,-9.35,-5.82,-15.17,82.44,102.72,-20.28
328,Nebraska-Omaha,Summit,2.76,-17.94,-15.18,95.77,116.35,-20.58
329,Kennesaw State,A-Sun,-8.59,-6.81,-15.40,88.39,110.64,-22.25
330,Prairie View,SWAC,-10.36,-5.26,-15.61,83.26,104.84,-21.58
331,IUPUI,Summit,-3.91,-12.01,-15.93,93.36,116.04,-22.67
332,Florida A&amp;M,MEAC,-6.07,-10.07,-16.14,85.05,106.90,-21.85
333,Tennessee-Martin,OVC (West),-4.85,-11.73,-16.58,89.65,111.65,-22.01
334,Citadel,Southern (South),-5.55,-11.43,-16.99,93.87,118.58,-24.71
335,Furman,Southern (South),-10.11,-7.35,-17.46,87.29,112.89,-25.61
336,Presbyterian,Big South (South),-9.88,-7.59,-17.47,91.57,117.67,-26.10
337,Alabama State,SWAC,-8.71,-9.18,-17.88,86.25,110.53,-24.28
338,Fairleigh Dickinson,NEC,-4.64,-13.36,-18.00,89.79,114.20,-24.42
339,South Carolina State,MEAC,-9.20,-8.97,-18.17,86.82,112.60,-25.78
340,Alabama A&amp;M,SWAC,-9.20,-9.20,-18.40,86.03,111.61,-25.58
341,Binghamton,AEC,-12.26,-6.26,-18.52,81.57,108.33,-26.76
342,Mississippi Valley State,SWAC,-6.73,-12.40,-19.13,84.43,110.50,-26.07
343,Longwood,Big South (North),-3.38,-15.98,-19.36,89.47,115.34,-25.87
344,Maryland-Eastern Shore,MEAC,-12.31,-7.30,-19.61,83.32,111.62,-28.30
345,Lamar,Southland,-8.96,-11.59,-20.55,81.44,109.04,-27.60
346,New Orleans,Ind,-5.73,-15.53,-21.26,83.22,112.03,-28.81
347,Grambling,SWAC,-21.63,-14.22,-35.85,71.13,123.16,-52.03
